Date,Open,High,Low,Close,Adj Close,Volume
2014-07-11,2290.25,2290.25,2290.25,2290.25,2290.25,5
2014-07-14,2291.5,2291.5,2291.5,2291.5,2291.5,0
2014-07-15,2293.75,2293.75,2293.75,2293.75,2293.75,10
2014-07-16,2311.5,2311.5,2311.5,2311.5,2311.5,2
2014-07-17,2325.5,2325.5,2325.5,2325.5,2325.5,0
2014-07-18,2311.0,2326.25,2311.0,2326.25,2326.25,10
2014-07-21,2364.0,2364.0,2364.0,2364.0,2364.0,0
2014-07-22,2384.5,2384.5,2384.5,2384.5,2384.5,0
2014-07-23,2360.0,2377.5,2358.0,2360.0,2360.0,40
2014-07-24,2399.25,2399.25,2392.5,2392.5,2392.5,8
2014-07-25,2371.25,2371.25,2371.25,2371.25,2371.25,0
2014-07-28,2378.0,2378.0,2378.0,2378.0,2378.0,10
2014-07-29,2339.0,2339.0,2339.0,2339.0,2339.0,25
2014-07-30,2373.0,2373.0,2373.0,2373.0,2373.0,11
2014-07-31,2351.0,2351.0,2351.0,2351.0,2351.0,0
2014-08-01,2335.0,2335.0,2335.0,2335.0,2335.0,10
2014-08-04,2375.0,2375.0,2375.0,2375.0,2375.0,0
2014-08-05,2359.0,2359.0,2359.0,2359.0,2359.0,2
2014-08-06,2363.75,2375.0,2363.75,2374.5,2374.5,5
2014-08-07,2372.5,2372.5,2372.5,2372.5,2372.5,6
2014-08-08,2372.5,2372.5,2372.5,2372.5,2372.5,0
2014-08-11,2374.25,2385.0,2372.25,2385.0,2385.0,2
2014-08-12,2383.75,2385.5,2379.5,2385.5,2385.5,3
2014-08-13,2376.5,2376.5,2361.0,2361.0,2361.0,3
2014-08-14,2337.5,2337.5,2325.25,2325.25,2325.25,2
2014-08-15,2314.5,2321.5,2314.5,2321.5,2321.5,2
2014-08-18,2313.0,2340.0,2313.0,2340.0,2340.0,3
2014-08-19,2355.0,2362.75,2352.5,2362.75,2362.75,9
2014-08-20,2400.25,2400.25,2400.25,2400.25,2400.25,0
2014-08-21,2386.25,2386.25,2386.25,2386.25,2386.25,0
2014-08-22,2396.25,2401.25,2394.5,2401.25,2401.25,10
2014-08-25,2401.25,2401.25,2401.25,2401.25,2401.25,0
2014-08-26,2433.75,2454.25,2433.75,2443.5,2443.5,15
2014-08-27,2440.0,2441.25,2430.0,2441.25,2441.25,9
2014-08-28,2441.75,2441.75,2441.75,2441.75,2441.75,0
2014-08-29,2462.25,2462.25,2462.25,2462.25,2462.25,0
2014-09-02,2472.0,2472.0,2472.0,2472.0,2472.0,0
2014-09-03,2452.75,2452.75,2452.75,2452.75,2452.75,0
2014-09-04,2478.25,2478.25,2478.25,2478.25,2478.25,0
2014-09-05,2463.75,2463.75,2463.75,2463.75,2463.75,0
2014-09-08,2466.75,2466.75,2466.75,2466.75,2466.75,0
2014-09-09,2438.0,2438.0,2438.0,2438.0,2438.0,10
2014-09-10,2423.5,2423.5,2423.5,2423.5,2423.5,5
2014-09-11,2411.5,2411.5,2411.5,2411.5,2411.5,5
2014-09-12,2405.5,2405.5,2399.0,2399.0,2399.0,3
2014-09-15,2366.25,2366.25,2358.0,2358.0,2358.0,9
2014-09-16,2349.5,2386.25,2349.5,2386.25,2386.25,6
2014-09-17,2364.0,2364.0,2355.5,2355.5,2355.5,4
2014-09-18,2345.5,2348.25,2340.5,2340.5,2340.5,9
2014-09-19,2335.75,2335.75,2335.75,2335.75,2335.75,0
2014-09-22,2318.0,2334.75,2318.0,2334.0,2334.0,13
2014-09-23,2327.0,2327.0,2322.5,2327.0,2327.0,40
2014-09-24,2341.75,2341.75,2341.75,2341.75,2341.75,0
2014-09-25,2326.75,2326.75,2316.5,2316.5,2316.5,5
2014-09-26,2314.5,2314.5,2314.5,2314.5,2314.5,0
2014-09-29,2328.25,2328.25,2328.25,2328.25,2328.25,0
2014-09-30,2320.5,2320.5,2320.5,2320.5,2320.5,0
2014-10-01,2291.75,2291.75,2291.75,2291.75,2291.75,0
2014-10-02,2255.75,2255.75,2255.75,2255.75,2255.75,0
2014-10-03,2279.25,2279.25,2279.25,2279.25,2279.25,6
2014-10-06,2294.0,2300.5,2294.0,2300.5,2300.5,10
2014-10-07,2296.25,2319.75,2296.25,2319.75,2319.75,20
2014-10-08,2321.75,2321.75,2307.0,2307.0,2307.0,10
2014-10-09,2319.0,2319.0,2319.0,2319.0,2319.0,9
2014-10-10,2304.25,2304.25,2304.25,2304.25,2304.25,0
2014-10-13,2316.25,2316.25,2316.25,2316.25,2316.25,0
2014-10-14,2315.5,2320.75,2315.5,2320.75,2320.75,1
2014-10-15,2296.0,2296.0,2296.0,2296.0,2296.0,0
2014-10-16,2285.25,2285.25,2285.25,2285.25,2285.25,0
2014-10-17,2349.75,2349.75,2349.75,2349.75,2349.75,10
2014-10-20,2358.0,2358.0,2358.0,2358.0,2358.0,0
2014-10-21,2378.25,2378.25,2378.25,2378.25,2378.25,0
2014-10-22,2398.5,2398.5,2398.5,2398.5,2398.5,0
2014-10-23,2398.5,2398.5,2398.5,2398.5,2398.5,0
2014-10-24,2361.5,2361.5,2361.5,2361.5,2361.5,0
2014-10-27,2373.5,2373.5,2373.5,2373.5,2373.5,0
2014-10-28,2395.5,2395.5,2395.25,2395.25,2395.25,5
2014-10-29,2413.5,2438.0,2413.5,2431.25,2431.25,21
2014-10-30,2413.0,2420.75,2413.0,2420.75,2420.75,10
2014-10-31,2445.5,2445.5,2445.5,2445.5,2445.5,0
2014-11-03,2461.5,2461.5,2461.5,2461.5,2461.5,0
2014-11-04,2442.5,2442.5,2442.5,2442.5,2442.5,0
2014-11-05,2445.25,2445.25,2445.25,2445.25,2445.25,10
2014-11-06,2471.0,2471.0,2471.0,2471.0,2471.0,10
2014-11-07,2455.5,2455.5,2455.5,2455.5,2455.5,0
2014-11-10,2426.5,2426.5,2424.25,2424.25,2424.25,4
2014-11-11,2397.5,2434.0,2397.5,2434.0,2434.0,5
2014-11-12,2454.5,2454.5,2454.5,2454.5,2454.5,0
2014-11-13,2434.75,2434.75,2434.75,2434.75,2434.75,0
2014-11-14,2402.75,2409.5,2402.75,2409.5,2409.5,6
2014-11-17,2421.0,2421.0,2421.0,2421.0,2421.0,0
2014-11-18,2400.0,2409.0,2400.0,2402.5,2402.5,4
2014-11-19,2409.25,2409.25,2409.25,2409.25,2409.25,0
2014-11-20,2422.25,2422.25,2422.25,2422.25,2422.25,0
2014-11-21,2440.0,2440.0,2434.25,2434.25,2434.25,14
2014-11-24,2424.5,2424.5,2424.5,2424.5,2424.5,5
2014-11-25,2440.0,2440.0,2427.5,2427.5,2427.5,5
2014-11-26,2425.0,2428.0,2425.0,2428.0,2428.0,5
2014-11-28,2413.25,2413.25,2341.75,2368.25,2368.25,7
2014-12-01,2367.75,2367.75,2367.75,2367.75,2367.75,0
2014-12-02,2334.75,2335.25,2326.5,2326.5,2326.5,60
2014-12-03,2308.25,2308.25,2308.25,2308.25,2308.25,5
2014-12-04,2333.75,2333.75,2333.75,2333.75,2333.75,0
2014-12-05,2323.5,2323.5,2323.5,2323.5,2323.5,0
2014-12-08,2312.75,2312.75,2312.75,2312.75,2312.75,0
2014-12-09,2326.5,2326.5,2322.75,2322.75,2322.75,4
2014-12-10,2309.25,2309.25,2309.25,2309.25,2309.25,0
2014-12-11,2297.75,2297.75,2297.75,2297.75,2297.75,0
2014-12-12,2288.25,2288.25,2288.25,2288.25,2288.25,0
2014-12-15,2271.25,2271.25,2271.25,2271.25,2271.25,0
2014-12-16,2252.5,2252.5,2252.5,2252.5,2252.5,30
2014-12-17,2268.25,2268.25,2268.25,2268.25,2268.25,0
2014-12-18,2255.5,2255.5,2255.5,2255.5,2255.5,0
2014-12-19,2255.0,2255.0,2255.0,2255.0,2255.0,0
2014-12-22,2248.75,2248.75,2233.5,2233.5,2233.5,4
2014-12-23,2217.0,2217.0,2217.0,2217.0,2217.0,0
2014-12-24,2208.0,2208.0,2208.0,2208.0,2208.0,0
2014-12-26,2208.0,2208.0,2208.0,2208.0,2208.0,5
2014-12-29,2201.75,2201.75,2201.75,2201.75,2201.75,8
2014-12-30,2194.0,2194.0,2194.0,2194.0,2194.0,8
2014-12-31,2194.0,2194.0,2194.0,2194.0,2194.0,0
2015-01-02,2168.5,2168.5,2168.5,2168.5,2168.5,0
2015-01-05,2148.25,2148.25,2148.25,2148.25,2148.25,0
2015-01-06,2150.75,2150.75,2144.5,2144.5,2144.5,20
2015-01-07,2162.5,2165.0,2154.25,2165.0,2165.0,37
2015-01-08,2202.75,2202.75,2202.75,2202.75,2202.75,0
2015-01-09,2194.75,2199.25,2189.0,2189.0,2189.0,10
2015-01-12,2197.75,2197.75,2197.75,2197.75,2197.75,0
2015-01-13,2194.75,2194.75,2189.5,2189.5,2189.5,20
2015-01-14,2186.0,2186.0,2171.5,2171.5,2171.5,5
2015-01-15,2203.25,2203.25,2203.25,2203.25,2203.25,0
2015-01-16,2242.75,2242.75,2242.75,2242.75,2242.75,0
2015-01-20,2239.5,2242.0,2239.5,2242.0,2242.0,5
2015-01-21,2262.0,2267.25,2262.0,2267.25,2267.25,5
2015-01-22,2270.25,2272.25,2270.25,2272.25,2272.25,5
2015-01-23,2232.5,2232.5,2229.0,2229.0,2229.0,5
2015-01-26,2281.75,2281.75,2281.75,2281.75,2281.75,0
2015-01-27,2245.25,2275.0,2245.25,2275.0,2275.0,14
2015-01-28,2281.0,2281.0,2281.0,2281.0,2281.0,2
2015-01-29,2249.5,2249.5,2249.5,2249.5,2249.5,0
2015-01-30,2295.5,2295.5,2295.5,2295.5,2295.5,0
2015-02-02,2297.5,2297.5,2297.5,2297.5,2297.5,0
2015-02-03,2311.75,2311.75,2311.75,2311.75,2311.75,0
2015-02-04,2296.5,2296.5,2296.5,2296.5,2296.5,0
2015-02-05,2309.5,2309.5,2309.5,2309.5,2309.5,27
2015-02-06,2279.5,2279.5,2258.5,2260.25,2260.25,64
2015-02-09,2256.25,2259.5,2249.5,2249.5,2249.5,15
2015-02-10,2204.75,2204.75,2204.75,2204.75,2204.75,0
2015-02-11,2182.0,2182.0,2182.0,2182.0,2182.0,0
2015-02-12,2212.75,2212.75,2212.75,2212.75,2212.75,0
2015-02-13,2210.5,2210.5,2190.0,2210.5,2210.5,15
2015-02-17,2133.5,2133.5,2129.5,2133.5,2133.5,10
2015-02-18,2072.75,2072.75,2072.75,2072.75,2072.75,0
2015-02-19,2072.75,2072.75,2072.75,2072.75,2072.75,0
2015-02-20,2111.0,2131.5,2111.0,2111.0,2111.0,3
2015-02-23,2074.5,2074.5,2074.5,2074.5,2074.5,0
2015-02-24,2093.25,2093.25,2067.25,2067.25,2067.25,3
2015-02-25,2076.0,2076.0,2076.0,2076.0,2076.0,18
2015-02-26,2105.25,2105.25,2105.25,2105.25,2105.25,0
2015-02-27,2071.5,2071.5,2071.5,2071.5,2071.5,0
2015-03-02,2070.5,2070.5,2070.5,2070.5,2070.5,0
2015-03-03,2106.25,2106.25,2106.25,2106.25,2106.25,0
2015-03-04,2071.0,2071.0,2071.0,2071.0,2071.0,0
2015-03-05,2066.25,2066.25,2066.25,2066.25,2066.25,0
2015-03-06,2058.5,2058.5,2058.5,2058.5,2058.5,0
2015-03-09,2080.5,2080.5,2080.5,2080.5,2080.5,0
2015-03-10,2030.0,2030.0,2030.0,2030.0,2030.0,0
2015-03-11,2026.75,2026.75,2026.75,2026.75,2026.75,0
2015-03-12,2009.75,2009.75,2009.75,2009.75,2009.75,0
2015-03-13,2026.5,2026.5,2026.5,2026.5,2026.5,0
2015-03-16,2033.0,2033.0,2033.0,2033.0,2033.0,0
2015-03-17,2042.0,2042.0,2042.0,2042.0,2042.0,0
2015-03-18,2041.75,2041.75,2041.75,2041.75,2041.75,0
2015-03-19,2062.0,2062.0,2062.0,2062.0,2062.0,0
2015-03-20,2088.0,2088.0,2088.0,2088.0,2088.0,0
2015-03-23,2084.75,2084.75,2084.75,2084.75,2084.75,16
2015-03-24,2084.5,2084.5,2069.25,2084.5,2084.5,13
2015-03-25,2037.0,2037.0,2037.0,2037.0,2037.0,0
2015-03-26,2061.25,2061.25,2061.25,2061.25,2061.25,5
2015-03-27,2041.75,2041.75,2041.75,2041.75,2041.75,7
2015-03-30,2050.75,2050.75,2050.75,2050.75,2050.75,0
2015-03-31,2062.5,2062.5,2062.5,2062.5,2062.5,0
2015-04-01,2036.0,2036.0,2036.0,2036.0,2036.0,0
2015-04-02,2035.25,2035.25,2035.25,2035.25,2035.25,0
2015-04-06,2031.75,2031.75,2031.75,2031.75,2031.75,0
2015-04-07,2037.0,2042.0,2037.0,2042.0,2042.0,0
2015-04-08,2017.75,2017.75,2017.75,2017.75,2017.75,0
2015-04-09,2014.75,2014.75,2014.75,2014.75,2014.75,0
2015-04-10,1990.5,1990.5,1990.5,1990.5,1990.5,0
2015-04-13,2001.75,2001.75,1984.25,1984.25,1984.25,64
2015-04-14,1994.5,1994.5,1994.5,1994.5,1994.5,3
2015-04-15,2018.75,2018.75,2014.75,2018.75,2018.75,3
2015-04-16,1997.5,1997.5,1997.5,1997.5,1997.5,0
2015-04-17,1990.75,1990.75,1990.75,1990.75,1990.75,0
2015-04-20,1986.75,1986.75,1986.75,1986.75,1986.75,0
2015-04-21,1984.25,1984.25,1984.25,1984.25,1984.25,0
2015-04-22,1977.5,1977.5,1977.5,1977.5,1977.5,0
2015-04-23,1960.5,1960.5,1960.5,1960.5,1960.5,0
2015-04-24,1993.0,1993.0,1993.0,1993.0,1993.0,0
2015-04-27,1993.0,1993.0,1993.0,1993.0,1993.0,0
2015-04-28,2039.75,2039.75,2039.75,2039.75,2039.75,0
2015-04-29,2008.25,2008.25,2008.25,2008.25,2008.25,20
2015-04-30,2025.0,2025.0,2025.0,2025.0,2025.0,8
2015-05-01,2023.5,2023.5,2023.5,2023.5,2023.5,0
2015-05-04,2023.5,2023.5,2023.5,2023.5,2023.5,0
2015-05-05,2069.0,2069.0,2069.0,2069.0,2069.0,6
2015-05-06,2049.25,2049.25,2049.25,2049.25,2049.25,0
2015-05-07,2012.0,2012.0,2012.0,2012.0,2012.0,0
2015-05-08,2013.25,2013.25,2013.25,2013.25,2013.25,0
2015-05-11,2001.75,2001.75,2001.75,2001.75,2001.75,0
2015-05-12,2018.25,2018.25,2018.25,2018.25,2018.25,0
2015-05-13,2006.5,2006.5,2006.5,2006.5,2006.5,0
2015-05-14,1990.0,1990.0,1990.0,1990.0,1990.0,0
2015-05-15,1973.25,1973.25,1973.25,1973.25,1973.25,50
2015-05-18,1938.25,1938.25,1938.25,1938.25,1938.25,0
2015-05-19,1938.25,1938.25,1938.25,1938.25,1938.25,0
2015-05-20,1876.75,1876.75,1876.75,1876.75,1876.75,3
2015-05-21,1875.0,1875.0,1875.0,1875.0,1875.0,25
2015-05-22,1867.25,1867.25,1867.25,1867.25,1867.25,0
2015-05-26,1850.25,1850.25,1850.25,1850.25,1850.25,0
2015-05-27,1835.75,1835.75,1835.75,1835.75,1835.75,39
2015-05-28,1874.25,1874.25,1874.25,1874.25,1874.25,0
2015-05-29,1845.0,1845.0,1835.0,1835.0,1835.0,10
2015-06-01,1867.75,1867.75,1867.75,1867.75,1867.75,0
2015-06-02,1845.0,1845.0,1845.0,1845.0,1845.0,0
2015-06-03,1852.0,1852.0,1852.0,1852.0,1852.0,0
2015-06-04,1839.25,1839.25,1839.25,1839.25,1839.25,0
2015-06-05,1847.25,1847.25,1822.25,1847.25,1847.25,3
2015-06-08,1804.25,1804.25,1804.25,1804.25,1804.25,0
2015-06-09,1835.5,1846.5,1835.0,1841.0,1841.0,31
2015-06-10,1845.0,1858.75,1845.0,1858.75,1858.75,18
2015-06-11,1835.5,1838.5,1831.0,1838.5,1838.5,33
2015-06-12,1842.75,1844.75,1842.75,1844.75,1844.75,3
2015-06-15,1815.75,1820.0,1815.0,1820.0,1820.0,16
2015-06-16,1813.0,1822.0,1813.0,1822.0,1822.0,3
2015-06-17,1815.0,1815.0,1812.5,1812.5,1812.5,15
2015-06-18,1824.0,1824.0,1815.0,1815.0,1815.0,6
2015-06-19,1792.5,1792.5,1792.5,1792.5,1792.5,0
2015-06-22,1809.75,1809.75,1809.75,1809.75,1809.75,0
2015-06-23,1837.5,1837.5,1837.5,1837.5,1837.5,0
2015-06-24,1830.0,1830.0,1823.25,1823.25,1823.25,15
2015-06-25,1822.25,1822.25,1822.25,1822.25,1822.25,0
2015-06-26,1827.75,1827.75,1827.75,1827.75,1827.75,25
2015-06-29,1813.0,1813.0,1813.0,1813.0,1813.0,0
2015-06-30,1804.75,1804.75,1804.75,1804.75,1804.75,20
2015-07-01,1836.25,1836.25,1836.25,1836.25,1836.25,2
2015-07-02,1831.5,1831.5,1831.5,1831.5,1831.5,0
2015-07-06,1799.5,1799.5,1799.5,1799.5,1799.5,0
2015-07-07,1772.0,1772.0,1764.5,1764.5,1764.5,2
2015-07-08,1765.5,1765.5,1765.5,1765.5,1765.5,0
2015-07-09,1788.5,1788.5,1788.5,1788.5,1788.5,0
2015-07-10,1763.0,1789.0,1763.0,1789.0,1789.0,3
2015-07-13,1797.5,1797.5,1797.5,1797.5,1797.5,0
2015-07-14,1791.5,1791.5,1791.5,1791.5,1791.5,0
2015-07-15,1778.0,1778.75,1778.0,1778.75,1778.75,3
2015-07-16,1768.0,1775.5,1768.0,1775.5,1775.5,3
2015-07-17,1775.0,1775.0,1775.0,1775.0,1775.0,0
2015-07-20,1763.0,1763.0,1763.0,1763.0,1763.0,0
2015-07-21,1717.5,1717.5,1717.5,1717.5,1717.5,10
2015-07-22,1719.5,1719.5,1712.0,1712.0,1712.0,0
2015-07-23,1693.0,1693.0,1693.0,1693.0,1693.0,0
2015-07-24,1697.5,1697.5,1697.5,1697.5,1697.5,0
2015-07-27,1722.0,1722.0,1721.75,1721.75,1721.75,3
2015-07-28,1733.25,1733.25,1733.25,1733.25,1733.25,10
2015-07-29,1732.5,1733.0,1732.5,1733.0,1733.0,15
2015-07-30,1732.0,1732.0,1732.0,1732.0,1732.0,0
2015-07-31,1705.5,1705.5,1705.5,1705.5,1705.5,0
2015-08-03,1690.0,1690.0,1690.0,1690.0,1690.0,0
2015-08-04,1695.75,1695.75,1695.75,1695.75,1695.75,0
2015-08-05,1672.25,1672.25,1672.25,1672.25,1672.25,12
2015-08-06,1695.75,1695.75,1695.75,1695.75,1695.75,0
2015-08-07,1670.5,1670.5,1670.5,1670.5,1670.5,0
2015-08-10,1695.25,1722.0,1695.25,1722.0,1722.0,5
2015-08-11,1691.5,1691.5,1691.5,1691.5,1691.5,0
2015-08-12,1693.75,1693.75,1693.75,1693.75,1693.75,0
2015-08-13,1667.0,1667.0,1667.0,1667.0,1667.0,0
2015-08-14,1672.75,1672.75,1672.75,1672.75,1672.75,0
2015-08-17,1662.0,1662.0,1662.0,1662.0,1662.0,0
2015-08-18,1649.25,1649.25,1649.25,1649.25,1649.25,0
2015-08-19,1651.0,1651.0,1651.0,1651.0,1651.0,0
2015-08-20,1649.5,1659.5,1647.5,1659.5,1659.5,10
2015-08-21,1632.0,1632.0,1632.0,1632.0,1632.0,0
2015-08-24,1601.5,1601.5,1601.5,1601.5,1601.5,0
2015-08-25,1635.0,1635.0,1635.0,1635.0,1635.0,0
2015-08-26,1611.5,1611.5,1611.5,1611.5,1611.5,0
2015-08-27,1652.5,1652.5,1652.5,1652.5,1652.5,0
2015-08-28,1688.5,1688.5,1688.5,1688.5,1688.5,2
2015-08-31,1688.5,1688.5,1688.5,1688.5,1688.5,0
2015-09-01,1690.0,1690.0,1690.0,1690.0,1690.0,0
2015-09-02,1679.5,1679.5,1679.5,1679.5,1679.5,0
2015-09-03,1713.0,1713.0,1713.0,1713.0,1713.0,0
2015-09-04,1688.5,1688.5,1688.5,1688.5,1688.5,0
2015-09-08,1712.5,1712.5,1712.5,1712.5,1712.5,0
2015-09-09,1720.5,1720.5,1720.5,1720.5,1720.5,0
2015-09-10,1721.25,1721.25,1721.25,1721.25,1721.25,0
2015-09-11,1720.0,1720.0,1720.0,1720.0,1720.0,0
2015-09-14,1706.5,1706.5,1706.5,1706.5,1706.5,0
2015-09-15,1696.0,1696.0,1696.0,1696.0,1696.0,0
2015-09-16,1722.5,1722.5,1710.0,1722.5,1722.5,5
2015-09-17,1720.5,1720.5,1720.5,1720.5,1720.5,0
2015-09-18,1712.0,1712.0,1712.0,1712.0,1712.0,0
2015-09-21,1704.5,1704.5,1704.5,1704.5,1704.5,0
2015-09-22,1675.5,1675.5,1675.5,1675.5,1675.5,0
2015-09-23,1663.0,1663.0,1663.0,1663.0,1663.0,0
2015-09-24,1664.5,1664.5,1664.5,1664.5,1664.5,0
2015-09-25,1652.5,1652.5,1652.5,1652.5,1652.5,0
2015-09-28,1655.0,1655.0,1629.0,1629.0,1629.0,2
2015-09-29,1639.5,1639.5,1639.5,1639.5,1639.5,0
2015-09-30,1641.25,1641.25,1641.25,1641.25,1641.25,0
2015-10-01,1630.0,1630.0,1630.0,1630.0,1630.0,0
2015-10-02,1607.0,1607.0,1607.0,1607.0,1607.0,0
2015-10-05,1593.0,1603.75,1593.0,1603.75,1603.75,1
2015-10-06,1616.25,1616.25,1616.25,1616.25,1616.25,0
2015-10-07,1615.0,1627.0,1615.0,1627.0,1627.0,12
2015-10-08,1622.0,1622.0,1620.0,1620.0,1620.0,10
2015-10-09,1680.0,1681.25,1680.0,1681.25,1681.25,18
2015-10-12,1683.0,1683.0,1672.0,1672.0,1672.0,54
2015-10-13,1658.5,1658.5,1658.5,1658.5,1658.5,5
2015-10-14,1658.5,1658.5,1658.5,1658.5,1658.5,0
2015-10-15,1648.75,1648.75,1648.75,1648.75,1648.75,0
2015-10-16,1646.5,1646.5,1646.5,1646.5,1646.5,0
2015-10-19,1617.5,1617.5,1617.5,1617.5,1617.5,20
2015-10-20,1613.0,1613.0,1602.0,1602.0,1602.0,20
2015-10-21,1585.5,1585.5,1582.0,1584.5,1584.5,30
2015-10-22,1590.75,1590.75,1569.5,1569.5,1569.5,10
2015-10-23,1563.0,1565.0,1563.0,1565.0,1565.0,5
2015-10-26,1558.25,1558.25,1558.25,1558.25,1558.25,11
2015-10-27,1559.75,1559.75,1559.75,1559.75,1559.75,4
2015-10-28,1561.25,1561.25,1555.0,1561.25,1561.25,14
2015-10-29,1554.5,1554.5,1554.5,1554.5,1554.5,10
2015-10-30,1557.0,1557.0,1557.0,1557.0,1557.0,0
2015-11-02,1569.25,1569.25,1569.25,1569.25,1569.25,0
2015-11-03,1595.5,1595.5,1595.5,1595.5,1595.5,0
2015-11-04,1619.0,1619.0,1619.0,1619.0,1619.0,15
2015-11-05,1626.5,1626.5,1626.5,1626.5,1626.5,9
2015-11-06,1649.75,1649.75,1649.75,1649.75,1649.75,0
2015-11-09,1650.0,1656.75,1650.0,1656.75,1656.75,3
2015-11-10,1630.0,1642.75,1630.0,1642.75,1642.75,3
2015-11-11,1651.5,1651.5,1651.5,1651.5,1651.5,0
2015-11-12,1626.75,1626.75,1626.75,1626.75,1626.75,0
2015-11-13,1626.5,1626.5,1626.5,1626.5,1626.5,20
2015-11-16,1609.5,1609.5,1603.5,1603.5,1603.5,8
2015-11-17,1618.0,1618.0,1611.25,1611.25,1611.25,8
2015-11-18,1611.75,1611.75,1611.75,1611.75,1611.75,13
2015-11-19,1597.25,1607.5,1597.25,1607.5,1607.5,7
2015-11-20,1632.25,1632.25,1589.0,1589.0,1589.0,4
2015-11-23,1579.0,1579.0,1579.0,1579.0,1579.0,0
2015-11-24,1594.75,1594.75,1591.0,1591.0,1591.0,8
2015-11-25,1611.0,1611.0,1611.0,1611.0,1611.0,5
2015-11-27,1625.0,1625.0,1625.0,1625.0,1625.0,0
2015-11-30,1602.5,1602.5,1602.5,1602.5,1602.5,0
2015-12-01,1630.25,1630.25,1630.25,1630.25,1630.25,0
2015-12-02,1646.75,1646.75,1646.75,1646.75,1646.75,5
2015-12-03,1634.5,1634.5,1634.5,1634.5,1634.5,5
2015-12-04,1669.5,1669.5,1669.5,1669.5,1669.5,25
2015-12-07,1641.5,1641.5,1641.5,1641.5,1641.5,0
2015-12-08,1628.25,1628.25,1628.25,1628.25,1628.25,0
2015-12-09,1643.25,1643.25,1643.25,1643.25,1643.25,0
2015-12-10,1635.75,1641.75,1633.75,1641.75,1641.75,6
2015-12-11,1636.5,1636.5,1636.5,1636.5,1636.5,0
2015-12-14,1645.0,1645.0,1645.0,1645.0,1645.0,0
2015-12-15,1628.5,1628.5,1626.0,1626.0,1626.0,3
2015-12-16,1638.0,1651.0,1638.0,1640.0,1640.0,18
2015-12-17,1629.0,1629.0,1629.0,1629.0,1629.0,0
